client_id,client_type,gender,age,age_group,country,region,acquisition_purpose,loan_applied,satisfaction_score,referral_channel,kmeans_cluster,cluster_label
C0283,Individual,F,64.1,60-70,Usa,Arizona,Home,Yes,2,Agency,1,First-Time / Loan Buyers
C0284,Individual,M,49.3,40-50,Usa,Arizona,Home,No,4,Client,2,Corporate Buyers
C0285,Individual,M,27.3,<30,France,Ile-De-France,Investment,No,3,Website,0,Global Investors
C0286,Individual,M,30.2,30-40,Uk,Scotland,Home,No,1,Agency,2,Corporate Buyers
C0287,Individual,F,36.0,30-40,Australia,New South Wales,Home,No,5,Website,0,Global Investors
C0288,Individual,M,28.6,<30,Usa,Colorado,Investment,No,4,Agency,2,Corporate Buyers
C0289,Individual,F,33.0,30-40,Usa,California,Investment,No,5,Agency,2,Corporate Buyers
C0290,Individual,M,64.5,60-70,Usa,California,Home,No,2,Website,2,Corporate Buyers
C0291,Individual,M,73.0,70+,Usa,Nevada,Home,No,2,Agency,2,Corporate Buyers
C0292,Individual,F,80.5,70+,Usa,California,Home,No,1,Agency,2,Corporate Buyers
C0293,Individual,F,33.0,30-40,Usa,California,Investment,No,4,Website,2,Corporate Buyers
C0294,Individual,M,62.9,60-70,Usa,Nevada,Home,Yes,3,Website,1,First-Time / Loan Buyers
C0295,Individual,M,58.8,50-60,Russia,Tatarstan,Home,No,3,Agency,2,Corporate Buyers
C0296,Individual,M,42.2,40-50,Canada,Manitoba,Home,Yes,1,Client,0,Global Investors
C0297,Individual,F,53.6,50-60,Uk,Wales,Investment,No,5,Agency,2,Corporate Buyers
C0298,Individual,F,53.6,50-60,Usa,Oregon,Home,No,3,Website,2,Corporate Buyers
C0299,Individual,F,49.1,40-50,Uk,Wales,Home,No,5,Agency,2,Corporate Buyers
C0300,Individual,M,67.2,60-70,Canada,Alberta,Home,Yes,5,Website,0,Global Investors
C0301,Individual,F,67.3,60-70,Usa,Virginia,Home,No,4,Agency,2,Corporate Buyers
C0302,Individual,F,49.9,40-50,Usa,Utah,Investment,No,1,Agency,2,Corporate Buyers
C0303,Individual,F,68.9,60-70,Usa,Virginia,Investment,Yes,5,Website,1,First-Time / Loan Buyers
C0304,Individual,M,66.5,60-70,Usa,California,Investment,No,1,Agency,2,Corporate Buyers
C0305,Individual,F,30.6,30-40,Usa,Arizona,Home,No,1,Website,2,Corporate Buyers
C0306,Individual,M,38.2,30-40,Usa,California,Home,No,1,Client,2,Corporate Buyers
C0307,Individual,M,33.7,30-40,Usa,California,Home,Yes,5,Client,1,First-Time / Loan Buyers
C0308,Individual,F,53.7,50-60,Belgium,Flanders,Investment,Yes,4,Agency,0,Global Investors
C0309,Individual,F,68.7,60-70,Usa,Washington,Home,No,4,Agency,2,Corporate Buyers
C0310,Individual,M,34.1,30-40,Uk,Northern Ireland,Home,No,3,Website,2,Corporate Buyers
C0311,Individual,M,74.3,70+,Usa,Georgia,Home,No,2,Website,2,Corporate Buyers
C0312,Individual,M,85.4,70+,Usa,Nevada,Home,Yes,3,Website,1,First-Time / Loan Buyers
C0313,Company,M,52.2,50-60,Usa,California,Home,No,1,Agency,3,Luxury / High-Satisfaction
C0314,Individual,M,43.8,40-50,Usa,Washington,Investment,No,4,Agency,2,Corporate Buyers
C0315,Individual,M,39.3,30-40,Mexico,Baja California,Investment,No,5,Website,2,Corporate Buyers
C0316,Individual,M,29.2,<30,Uk,Scotland,Investment,Yes,4,Website,1,First-Time / Loan Buyers
C0317,Individual,F,26.6,<30,Usa,California,Investment,Yes,2,Website,1,First-Time / Loan Buyers
C0318,Individual,F,52.2,50-60,Germany,Berlin,Home,No,5,Website,0,Global Investors
C0319,Company,F,30.6,30-40,Usa,Texas,Home,Yes,5,Website,3,Luxury / High-Satisfaction
C0320,Individual,M,41.5,40-50,Usa,Texas,Home,Yes,3,Client,1,First-Time / Loan Buyers
C0321,Individual,M,34.4,30-40,Usa,California,Investment,No,2,Agency,2,Corporate Buyers
C0322,Individual,F,29.5,<30,Usa,California,Home,Yes,2,Website,1,First-Time / Loan Buyers
C0323,Individual,F,50.8,50-60,Usa,California,Investment,Yes,2,Website,1,First-Time / Loan Buyers
C0324,Individual,M,33.0,30-40,Usa,Washington,Home,No,4,Website,2,Corporate Buyers
C0325,Individual,F,43.3,40-50,Usa,California,Home,Yes,5,Agency,1,First-Time / Loan Buyers
C0326,Individual,M,68.1,60-70,Usa,Oregon,Investment,Yes,4,Agency,1,First-Time / Loan Buyers
C0327,Individual,F,64.9,60-70,Uk,Scotland,Home,No,1,Agency,2,Corporate Buyers
C0328,Individual,M,79.7,70+,Usa,California,Home,Yes,1,Client,1,First-Time / Loan Buyers
C0329,Individual,F,27.7,<30,Germany,Hesse,Home,No,3,Agency,0,Global Investors
C0330,Individual,M,51.0,50-60,Usa,California,Home,No,1,Website,2,Corporate Buyers
C0331,Individual,F,42.1,40-50,Usa,California,Investment,No,3,Agency,2,Corporate Buyers
C0332,Individual,M,36.5,30-40,Usa,Texas,Investment,No,3,Website,2,Corporate Buyers
C0333,Individual,F,70.5,70+,Uk,Wales,Home,No,3,Website,2,Corporate Buyers
C0334,Individual,M,75.9,70+,Usa,Arizona,Investment,No,3,Agency,2,Corporate Buyers
C0335,Individual,M,50.5,50-60,Usa,Arizona,Home,No,4,Website,2,Corporate Buyers
C0336,Individual,F,54.6,50-60,Usa,California,Investment,No,5,Agency,2,Corporate Buyers
C0337,Individual,M,84.4,70+,Usa,Arizona,Home,Yes,3,Website,1,First-Time / Loan Buyers
C0338,Individual,M,83.1,70+,Usa,California,Home,Yes,5,Website,1,First-Time / Loan Buyers
C0339,Individual,M,62.7,60-70,Usa,Utah,Investment,No,5,Agency,2,Corporate Buyers
C0340,Individual,M,85.6,70+,Usa,California,Investment,No,2,Agency,2,Corporate Buyers
C0341,Individual,M,43.6,40-50,Usa,California,Investment,No,4,Agency,2,Corporate Buyers
C0342,Individual,M,51.8,50-60,Usa,California,Investment,No,2,Client,2,Corporate Buyers
C0343,Individual,F,74.0,70+,Usa,California,Home,No,2,Website,2,Corporate Buyers
C0344,Individual,M,29.1,<30,Canada,British Columbia,Home,Yes,2,Website,0,Global Investors
C0345,Individual,F,56.8,50-60,Usa,New York,Home,Yes,4,Website,1,First-Time / Loan Buyers
C0346,Individual,F,63.0,60-70,Usa,California,Home,No,5,Agency,2,Corporate Buyers
C0347,Individual,M,34.1,30-40,Usa,Washington,Home,Yes,3,Website,1,First-Time / Loan Buyers
C0348,Individual,M,44.3,40-50,Usa,Colorado,Investment,Yes,5,Agency,1,First-Time / Loan Buyers
C0349,Individual,M,51.0,50-60,Usa,Arizona,Home,Yes,2,Agency,1,First-Time / Loan Buyers
C0350,Individual,M,33.5,30-40,Usa,Arizona,Home,No,2,Agency,2,Corporate Buyers
C0351,Individual,F,64.5,60-70,Usa,Oregon,Home,No,5,Agency,2,Corporate Buyers
C0352,Individual,F,49.0,40-50,Usa,Nevada,Investment,No,3,Agency,2,Corporate Buyers
C0353,Individual,F,62.2,60-70,Usa,Arizona,Home,No,2,Agency,2,Corporate Buyers
C0354,Individual,F,27.7,<30,Usa,California,Home,No,4,Website,2,Corporate Buyers
C0355,Individual,M,74.7,70+,Mexico,Baja California,Investment,No,1,Website,2,Corporate Buyers
C0356,Individual,F,50.0,40-50,Usa,Georgia,Home,No,3,Website,2,Corporate Buyers
C0357,Individual,F,38.2,30-40,Usa,California,Home,No,3,Website,2,Corporate Buyers
C0358,Individual,F,47.7,40-50,Australia,New South Wales,Home,Yes,3,Agency,0,Global Investors
C0359,Individual,F,75.3,70+,Usa,California,Investment,No,1,Agency,2,Corporate Buyers
C0360,Individual,F,77.8,70+,Usa,Utah,Home,Yes,2,Agency,1,First-Time / Loan Buyers
C0361,Individual,M,67.8,60-70,Uk,England,Home,Yes,1,Website,1,First-Time / Loan Buyers
C0362,Individual,F,25.8,<30,Usa,Utah,Home,No,4,Website,2,Corporate Buyers
C0363,Individual,F,67.4,60-70,Usa,Utah,Investment,No,2,Client,2,Corporate Buyers
C0364,Individual,M,82.3,70+,Usa,Texas,Home,No,2,Website,2,Corporate Buyers
C0365,Individual,M,64.4,60-70,Usa,Colorado,Investment,No,5,Agency,2,Corporate Buyers
C0366,Individual,M,43.1,40-50,Usa,California,Home,No,4,Website,2,Corporate Buyers
C0367,Individual,M,61.6,60-70,Usa,California,Investment,No,4,Agency,2,Corporate Buyers
C0368,Individual,F,33.9,30-40,Usa,California,Home,Yes,4,Agency,1,First-Time / Loan Buyers
C0369,Individual,F,71.7,70+,Usa,Utah,Home,Yes,2,Agency,1,First-Time / Loan Buyers
C0370,Individual,F,68.7,60-70,Russia,Krasnodar Krai,Home,No,1,Website,2,Corporate Buyers
C0371,Individual,M,56.3,50-60,Belgium,Wallonia,Investment,No,3,Agency,0,Global Investors
C0372,Individual,F,74.2,70+,Belgium,Flanders,Investment,No,1,Agency,0,Global Investors
C0373,Individual,F,33.4,30-40,Usa,Georgia,Home,No,2,Agency,2,Corporate Buyers
C0374,Individual,F,32.6,30-40,Australia,New South Wales,Investment,Yes,4,Agency,0,Global Investors
C0375,Individual,M,57.9,50-60,Usa,California,Investment,No,4,Website,2,Corporate Buyers
C0376,Individual,F,73.2,70+,Usa,California,Home,No,3,Website,2,Corporate Buyers
C0377,Individual,M,28.1,<30,Usa,Washington,Home,No,4,Website,2,Corporate Buyers
C0378,Individual,F,68.6,60-70,Usa,California,Investment,Yes,3,Website,1,First-Time / Loan Buyers
C0379,Company,M,49.2,40-50,Usa,California,Investment,Yes,2,Client,3,Luxury / High-Satisfaction
C0380,Individual,F,52.8,50-60,Usa,California,Home,Yes,3,Website,1,First-Time / Loan Buyers
C0381,Individual,M,65.4,60-70,Usa,California,Home,Yes,5,Agency,1,First-Time / Loan Buyers
C0382,Individual,M,50.9,50-60,Usa,California,Investment,Yes,1,Agency,1,First-Time / Loan Buyers
C0383,Company,F,40.6,40-50,Mexico,Mexico City,Investment,No,3,Agency,3,Luxury / High-Satisfaction
C0384,Individual,F,82.2,70+,Usa,California,Home,Yes,3,Website,1,First-Time / Loan Buyers
C0385,Individual,M,57.4,50-60,Uk,Northern Ireland,Investment,No,4,Website,2,Corporate Buyers
C0386,Individual,F,50.2,50-60,Usa,Colorado,Home,No,2,Client,2,Corporate Buyers
C0387,Individual,F,51.9,50-60,Usa,California,Home,Yes,2,Website,1,First-Time / Loan Buyers
C0388,Individual,M,30.7,30-40,Usa,California,Home,No,4,Agency,2,Corporate Buyers
C0389,Individual,M,71.6,70+,Usa,Colorado,Home,No,3,Website,2,Corporate Buyers
C0390,Individual,M,84.2,70+,Canada,Quebec,Investment,No,2,Website,0,Global Investors
C0391,Individual,F,59.6,50-60,Usa,California,Home,No,5,Agency,2,Corporate Buyers
C0392,Individual,F,49.0,40-50,Usa,Arizona,Home,Yes,2,Website,1,First-Time / Loan Buyers
C0393,Individual,F,38.0,30-40,Usa,Arizona,Home,No,4,Agency,2,Corporate Buyers
C0394,Individual,F,71.6,70+,Usa,Colorado,Home,Yes,3,Website,1,First-Time / Loan Buyers
C0395,Individual,F,67.4,60-70,Usa,Florida,Home,No,1,Website,2,Corporate Buyers
C0396,Individual,M,26.2,<30,Usa,Nevada,Home,No,5,Agency,2,Corporate Buyers
C0397,Individual,F,25.7,<30,Usa,California,Home,No,5,Website,2,Corporate Buyers
C0398,Individual,F,77.5,70+,Usa,Texas,Home,Yes,1,Agency,1,First-Time / Loan Buyers
C0399,Individual,M,42.0,40-50,Usa,California,Home,No,4,Agency,2,Corporate Buyers
C0400,Individual,M,66.6,60-70,Usa,California,Home,No,4,Agency,2,Corporate Buyers
C0401,Individual,M,56.9,50-60,Usa,Arizona,Home,Yes,5,Website,1,First-Time / Loan Buyers
C0402,Individual,F,85.3,70+,Usa,Georgia,Home,No,5,Website,2,Corporate Buyers
C0403,Individual,F,63.2,60-70,Australia,New South Wales,Home,No,1,Website,0,Global Investors
C0404,Individual,F,49.5,40-50,France,Normandy,Investment,No,1,Client,0,Global Investors
C0405,Company,M,56.5,50-60,Usa,Colorado,Home,No,1,Agency,3,Luxury / High-Satisfaction
C0406,Individual,F,66.1,60-70,Usa,Colorado,Home,No,3,Website,2,Corporate Buyers
C0407,Individual,F,44.2,40-50,Usa,California,Home,No,2,Client,2,Corporate Buyers
C0408,Individual,M,49.4,40-50,Usa,California,Home,No,3,Website,2,Corporate Buyers
C0409,Individual,M,53.7,50-60,Usa,Nevada,Home,Yes,1,Website,1,First-Time / Loan Buyers
C0410,Individual,F,43.9,40-50,Russia,Saint Petersburg,Home,Yes,5,Agency,1,First-Time / Loan Buyers
C0411,Individual,F,43.1,40-50,Usa,California,Home,No,2,Website,2,Corporate Buyers
C0412,Individual,F,42.2,40-50,Uk,Scotland,Home,No,5,Website,2,Corporate Buyers
C0413,Individual,M,85.9,70+,Canada,British Columbia,Home,No,3,Website,0,Global Investors
C0414,Individual,M,63.5,60-70,Usa,California,Home,No,4,Website,2,Corporate Buyers
C0415,Individual,F,45.9,40-50,Usa,Nevada,Home,Yes,5,Agency,1,First-Time / Loan Buyers
C0416,Company,M,44.9,40-50,Germany,North Rhine-Westphalia,Investment,Yes,5,Client,3,Luxury / High-Satisfaction
C0417,Individual,M,78.5,70+,Usa,Utah,Home,No,2,Website,2,Corporate Buyers
C0418,Individual,M,29.8,<30,Usa,Arizona,Home,No,5,Agency,2,Corporate Buyers
C0419,Individual,M,63.6,60-70,Usa,Washington,Home,Yes,3,Agency,1,First-Time / Loan Buyers
C0420,Individual,F,32.5,30-40,Usa,California,Home,No,5,Agency,2,Corporate Buyers
C0421,Individual,M,50.8,50-60,Germany,Hesse,Investment,Yes,5,Website,1,First-Time / Loan Buyers
C0422,Company,F,52.6,50-60,Usa,California,Home,Yes,1,Client,3,Luxury / High-Satisfaction
C0423,Individual,F,76.2,70+,Usa,California,Home,No,1,Client,2,Corporate Buyers
C0424,Individual,F,27.5,<30,Usa,Florida,Home,No,1,Website,2,Corporate Buyers
C0425,Individual,M,61.3,60-70,Usa,Nevada,Home,No,2,Agency,2,Corporate Buyers
C0426,Individual,F,72.7,70+,Usa,Oregon,Home,Yes,4,Client,1,First-Time / Loan Buyers
C0427,Individual,F,31.8,30-40,Usa,California,Home,Yes,4,Website,1,First-Time / Loan Buyers
C0428,Individual,F,63.9,60-70,Usa,Oregon,Home,No,3,Agency,2,Corporate Buyers
C0429,Individual,F,30.6,30-40,Usa,California,Home,Yes,3,Website,1,First-Time / Loan Buyers
C0430,Individual,M,51.7,50-60,Usa,Nevada,Home,No,2,Agency,2,Corporate Buyers
C0431,Individual,M,57.1,50-60,Usa,California,Home,Yes,5,Website,1,First-Time / Loan Buyers
C0432,Company,M,31.3,30-40,Usa,California,Home,No,5,Agency,3,Luxury / High-Satisfaction
C0433,Individual,F,57.3,50-60,Usa,California,Investment,Yes,2,Website,1,First-Time / Loan Buyers
C0434,Individual,F,61.5,60-70,Russia,Tatarstan,Home,No,5,Website,2,Corporate Buyers
C0435,Individual,F,60.4,60-70,Australia,New South Wales,Home,Yes,5,Website,0,Global Investors
C0436,Individual,M,54.1,50-60,Usa,Colorado,Home,Yes,2,Client,1,First-Time / Loan Buyers
C0437,Individual,F,35.7,30-40,Usa,Texas,Home,No,1,Website,2,Corporate Buyers
C0438,Individual,M,43.7,40-50,Usa,Georgia,Investment,Yes,1,Client,1,First-Time / Loan Buyers
C0439,Individual,M,70.3,70+,Usa,Virginia,Home,No,2,Agency,2,Corporate Buyers
C0440,Individual,M,65.9,60-70,Usa,California,Investment,No,1,Agency,2,Corporate Buyers
C0441,Individual,F,45.7,40-50,Russia,Krasnodar Krai,Investment,No,1,Agency,2,Corporate Buyers
C0442,Individual,F,51.2,50-60,Usa,Colorado,Home,Yes,3,Website,1,First-Time / Loan Buyers
C0443,Individual,M,76.0,70+,Denmark,Capital Region,Home,Yes,1,Agency,0,Global Investors
C0444,Individual,F,85.3,70+,Usa,California,Home,No,2,Website,2,Corporate Buyers
C0445,Individual,F,30.6,30-40,Usa,California,Home,Yes,2,Website,1,First-Time / Loan Buyers
C0446,Individual,M,71.4,70+,Usa,Colorado,Home,No,2,Website,2,Corporate Buyers
C0447,Individual,F,70.0,60-70,Usa,New York,Home,No,2,Website,2,Corporate Buyers
C0448,Individual,M,46.0,40-50,Usa,Nevada,Investment,No,2,Agency,2,Corporate Buyers
C0449,Individual,M,54.0,50-60,Usa,Oregon,Investment,No,2,Agency,2,Corporate Buyers
C0450,Individual,M,34.3,30-40,Mexico,Nuevo Leon,Home,No,3,Website,2,Corporate Buyers
C0451,Individual,M,40.7,40-50,Canada,Alberta,Investment,Yes,5,Client,0,Global Investors
C0452,Individual,M,58.7,50-60,Usa,Washington,Home,No,3,Website,2,Corporate Buyers
C0453,Individual,M,33.2,30-40,Uk,Scotland,Investment,No,1,Website,2,Corporate Buyers
C0454,Company,F,65.2,60-70,Usa,Nevada,Investment,No,4,Agency,3,Luxury / High-Satisfaction
C0455,Individual,F,63.4,60-70,Usa,California,Home,No,1,Agency,2,Corporate Buyers
C0456,Individual,F,30.6,30-40,Usa,Oregon,Home,Yes,3,Website,1,First-Time / Loan Buyers
C0457,Individual,M,45.9,40-50,Uk,Wales,Investment,No,1,Agency,2,Corporate Buyers
C0458,Individual,M,31.0,30-40,Usa,Oregon,Investment,No,1,Agency,2,Corporate Buyers
C0459,Individual,M,71.2,70+,Usa,California,Home,No,3,Agency,2,Corporate Buyers
C0460,Individual,F,33.5,30-40,Usa,Virginia,Home,No,1,Website,2,Corporate Buyers
C0461,Individual,M,66.3,60-70,Usa,Arizona,Home,No,1,Agency,2,Corporate Buyers
C0462,Individual,M,82.7,70+,Australia,Victoria,Home,No,2,Agency,0,Global Investors
C0463,Individual,M,56.0,50-60,Usa,California,Home,No,5,Client,2,Corporate Buyers
C0464,Individual,M,51.5,50-60,Usa,Florida,Home,No,5,Website,2,Corporate Buyers
C0465,Individual,M,76.8,70+,Usa,California,Home,No,3,Website,2,Corporate Buyers
C0466,Individual,F,38.1,30-40,Usa,Virginia,Investment,No,2,Website,2,Corporate Buyers
C0467,Individual,F,74.2,70+,Usa,Ohio,Home,Yes,1,Agency,1,First-Time / Loan Buyers
C0468,Individual,M,73.6,70+,Mexico,Jalisco,Investment,Yes,3,Website,1,First-Time / Loan Buyers
C0469,Individual,M,29.2,<30,Usa,California,Home,No,2,Website,2,Corporate Buyers
C0470,Individual,F,63.3,60-70,Usa,Oregon,Home,No,1,Agency,2,Corporate Buyers
C0471,Individual,M,42.0,40-50,Usa,Utah,Investment,No,3,Agency,2,Corporate Buyers
C0472,Individual,M,74.7,70+,Usa,California,Home,No,4,Website,2,Corporate Buyers
C0473,Individual,F,44.9,40-50,Usa,California,Home,No,3,Agency,2,Corporate Buyers
C0474,Individual,M,30.5,30-40,Usa,Nevada,Home,No,1,Website,2,Corporate Buyers
C0475,Individual,M,79.8,70+,Belgium,Wallonia,Investment,Yes,2,Agency,0,Global Investors
C0476,Individual,M,29.2,<30,Usa,Florida,Home,No,3,Agency,2,Corporate Buyers
C0477,Individual,M,42.4,40-50,Usa,California,Investment,Yes,4,Website,1,First-Time / Loan Buyers
C0478,Individual,F,85.9,70+,Usa,Ohio,Investment,No,4,Website,2,Corporate Buyers
C0479,Individual,F,48.2,40-50,Usa,California,Home,Yes,2,Agency,1,First-Time / Loan Buyers
C0480,Individual,M,51.8,50-60,Usa,California,Home,Yes,4,Website,1,First-Time / Loan Buyers
C0481,Individual,M,49.5,40-50,Usa,Arizona,Home,No,3,Agency,2,Corporate Buyers
C0482,Individual,F,45.7,40-50,Usa,New York,Investment,Yes,3,Agency,1,First-Time / Loan Buyers
C0483,Individual,M,40.6,40-50,Usa,Arizona,Investment,No,1,Website,2,Corporate Buyers
C0484,Individual,F,37.2,30-40,Usa,Texas,Investment,No,3,Website,2,Corporate Buyers
C0485,Individual,F,34.7,30-40,Usa,Arizona,Home,No,2,Website,2,Corporate Buyers
C0486,Individual,M,26.8,<30,Usa,California,Investment,Yes,2,Website,1,First-Time / Loan Buyers
C0487,Individual,F,34.7,30-40,Usa,Washington,Home,No,5,Website,2,Corporate Buyers
C0488,Individual,F,47.1,40-50,Usa,California,Investment,No,4,Agency,2,Corporate Buyers
C0489,Individual,M,76.0,70+,Germany,Berlin,Investment,No,2,Website,0,Global Investors
C0490,Individual,F,72.4,70+,Usa,Nevada,Investment,Yes,5,Website,1,First-Time / Loan Buyers
C0491,Individual,M,84.9,70+,Usa,Washington,Home,No,2,Website,2,Corporate Buyers
C0492,Individual,M,26.1,<30,Usa,Utah,Home,Yes,3,Website,1,First-Time / Loan Buyers
C0493,Individual,M,72.0,70+,Usa,Colorado,Home,No,3,Website,2,Corporate Buyers
C0494,Individual,F,35.9,30-40,Usa,California,Home,Yes,3,Website,1,First-Time / Loan Buyers
C0495,Individual,M,72.3,70+,Usa,California,Investment,No,5,Client,2,Corporate Buyers
C0496,Individual,M,36.5,30-40,Usa,California,Home,No,4,Agency,2,Corporate Buyers
C0497,Individual,F,41.4,40-50,Usa,Arizona,Investment,Yes,4,Website,1,First-Time / Loan Buyers
C0498,Individual,F,77.6,70+,Canada,Alberta,Home,Yes,2,Website,0,Global Investors
C0499,Individual,F,80.4,70+,Usa,Colorado,Home,Yes,3,Agency,1,First-Time / Loan Buyers
C0500,Individual,M,49.3,40-50,Usa,California,Home,Yes,4,Website,1,First-Time / Loan Buyers
C0501,Individual,M,30.6,30-40,Usa,Nevada,Investment,Yes,5,Agency,1,First-Time / Loan Buyers
C0502,Individual,F,59.6,50-60,Usa,Arizona,Home,No,4,Website,2,Corporate Buyers
C0503,Individual,M,82.7,70+,Usa,Utah,Investment,Yes,2,Client,1,First-Time / Loan Buyers
C0504,Individual,M,34.4,30-40,Usa,Utah,Home,No,2,Website,2,Corporate Buyers
C0505,Individual,F,30.9,30-40,Usa,Arizona,Home,No,3,Agency,2,Corporate Buyers
C0506,Individual,M,59.0,50-60,Usa,California,Home,No,5,Agency,2,Corporate Buyers
C0507,Individual,M,75.3,70+,Usa,New York,Home,No,3,Website,2,Corporate Buyers
C0508,Individual,F,56.4,50-60,Usa,Nevada,Home,No,5,Agency,2,Corporate Buyers
C0509,Individual,M,70.2,70+,Belgium,Wallonia,Home,No,3,Website,0,Global Investors
C0510,Individual,F,78.8,70+,France,Brittany,Investment,Yes,1,Website,0,Global Investors
C0511,Individual,F,71.9,70+,Uk,England,Home,No,2,Website,2,Corporate Buyers
C0512,Individual,F,81.0,70+,Usa,Arizona,Home,No,1,Client,2,Corporate Buyers
C0513,Individual,M,27.3,<30,Usa,Florida,Home,Yes,2,Agency,1,First-Time / Loan Buyers
C0514,Individual,F,48.8,40-50,Usa,Oregon,Home,Yes,1,Website,1,First-Time / Loan Buyers
C0515,Individual,F,62.8,60-70,Usa,California,Home,Yes,1,Website,1,First-Time / Loan Buyers
C0516,Individual,M,80.2,70+,Usa,Utah,Home,No,3,Website,2,Corporate Buyers
C0517,Individual,M,67.2,60-70,Usa,California,Home,No,5,Client,2,Corporate Buyers
C0518,Company,F,64.1,60-70,Usa,New York,Home,No,3,Website,3,Luxury / High-Satisfaction
C0519,Individual,F,50.7,50-60,Usa,Arizona,Investment,No,3,Agency,2,Corporate Buyers
C0520,Individual,F,56.4,50-60,Usa,Oregon,Home,Yes,3,Agency,1,First-Time / Loan Buyers
C0521,Individual,F,59.2,50-60,Canada,British Columbia,Home,No,3,Website,0,Global Investors
C0522,Individual,F,83.9,70+,Usa,Virginia,Home,No,5,Agency,2,Corporate Buyers
C0523,Individual,F,65.8,60-70,Usa,Colorado,Home,No,2,Agency,2,Corporate Buyers
C0524,Individual,M,73.1,70+,Usa,Washington,Home,No,3,Website,2,Corporate Buyers
C0525,Individual,M,76.0,70+,Usa,Arizona,Home,Yes,4,Agency,1,First-Time / Loan Buyers
C0526,Individual,M,58.3,50-60,Germany,Bavaria,Home,No,5,Website,0,Global Investors
C0527,Individual,M,46.9,40-50,Usa,California,Home,No,2,Website,2,Corporate Buyers
C0528,Individual,M,25.9,<30,Usa,Washington,Investment,No,2,Client,2,Corporate Buyers
C0529,Individual,M,52.6,50-60,Usa,Nevada,Home,Yes,4,Website,1,First-Time / Loan Buyers
C0530,Individual,F,73.8,70+,Usa,Utah,Home,Yes,2,Agency,1,First-Time / Loan Buyers
C0531,Individual,F,49.7,40-50,Usa,California,Home,No,1,Website,2,Corporate Buyers
C0532,Individual,F,46.9,40-50,Belgium,Flanders,Home,No,2,Website,0,Global Investors
C0533,Individual,M,62.8,60-70,Usa,Nevada,Investment,No,1,Agency,2,Corporate Buyers
C0534,Individual,M,68.3,60-70,Usa,California,Investment,No,1,Agency,2,Corporate Buyers
C0535,Individual,F,38.5,30-40,Uk,Wales,Home,No,3,Agency,2,Corporate Buyers
C0536,Individual,F,70.3,70+,Usa,Arizona,Investment,Yes,5,Website,1,First-Time / Loan Buyers
C0537,Individual,M,64.2,60-70,Usa,Florida,Home,No,2,Client,2,Corporate Buyers
C0538,Individual,M,57.2,50-60,Usa,California,Home,Yes,1,Agency,1,First-Time / Loan Buyers
C0539,Individual,M,35.3,30-40,Usa,California,Investment,Yes,1,Agency,1,First-Time / Loan Buyers
C0540,Individual,F,29.3,<30,Usa,New York,Home,No,3,Agency,2,Corporate Buyers
C0541,Individual,M,26.2,<30,Uk,Northern Ireland,Home,No,3,Agency,2,Corporate Buyers
C0542,Company,M,40.7,40-50,Mexico,Mexico City,Home,No,3,Website,3,Luxury / High-Satisfaction
C0543,Individual,F,78.9,70+,Usa,Texas,Home,Yes,2,Website,1,First-Time / Loan Buyers
C0544,Individual,M,51.7,50-60,Usa,Utah,Home,No,2,Website,2,Corporate Buyers
C0545,Individual,M,83.9,70+,Usa,Colorado,Home,Yes,1,Agency,1,First-Time / Loan Buyers
C0546,Individual,M,58.5,50-60,Canada,Manitoba,Home,No,4,Client,0,Global Investors
C0547,Individual,F,78.7,70+,Usa,California,Investment,No,2,Agency,2,Corporate Buyers
C0548,Individual,M,46.2,40-50,Usa,California,Home,No,2,Agency,2,Corporate Buyers
C0549,Individual,M,53.7,50-60,Usa,Florida,Home,No,4,Website,2,Corporate Buyers
C0550,Company,F,59.2,50-60,Usa,Nevada,Home,No,1,Agency,3,Luxury / High-Satisfaction
C0551,Individual,M,66.1,60-70,Usa,California,Investment,No,4,Website,2,Corporate Buyers
C0552,Individual,M,60.7,60-70,Usa,Virginia,Investment,No,3,Agency,2,Corporate Buyers
C0553,Individual,M,47.6,40-50,Usa,Arizona,Home,No,3,Website,2,Corporate Buyers
C0554,Individual,M,77.5,70+,Australia,Victoria,Home,Yes,1,Agency,0,Global Investors
C0555,Individual,M,55.2,50-60,Usa,California,Investment,Yes,4,Agency,1,First-Time / Loan Buyers
C0556,Individual,M,67.7,60-70,Usa,Colorado,Home,No,5,Website,2,Corporate Buyers
C0557,Individual,F,84.7,70+,Usa,Utah,Investment,No,2,Website,2,Corporate Buyers
C0558,Individual,F,51.7,50-60,Denmark,North Denmark,Home,No,3,Website,0,Global Investors
C0559,Company,M,56.8,50-60,Usa,California,Home,No,5,Client,3,Luxury / High-Satisfaction
C0560,Individual,F,38.2,30-40,Australia,South Australia,Home,No,3,Website,0,Global Investors
C0561,Company,F,63.6,60-70,Usa,Arizona,Investment,No,3,Website,3,Luxury / High-Satisfaction
C0562,Individual,F,85.6,70+,Usa,Utah,Investment,Yes,5,Website,1,First-Time / Loan Buyers
C0563,Individual,M,35.4,30-40,Usa,California,Home,Yes,2,Agency,1,First-Time / Loan Buyers
C0564,Individual,M,73.8,70+,Usa,Texas,Home,No,1,Agency,2,Corporate Buyers
C0565,Individual,M,40.7,40-50,France,Brittany,Home,No,1,Website,0,Global Investors
